"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"222344_at",-0.174297822166667,2.95619196979167,-0.820753195647671,0.419319015953642,0.550614189118732,-6.96581295329539
"216678_at",0.0858378311666672,3.539296326625,0.820458908874991,0.419483659609199,0.550797918490753,-6.96605633071662
"201868_s_at",0.112610809333333,1.61577907479167,0.820189448488052,0.419634449027982,0.550944599322591,-6.96627910389623
"207810_at",-0.054222439,0.495611677666667,-0.820133736461199,0.419665629560778,0.550944599322591,-6.96632515449183
"205108_s_at",0.0634012294999997,0.873822915375,0.82012670445853,0.419669565287294,0.550944599322591,-6.96633096681237
"205654_at",0.0853149205000006,2.69826640466667,0.819981727268524,0.419750712380766,0.551018657613809,-6.96645078755743
"205454_at",0.0787161530000002,2.43176626820833,0.819809351711306,0.419847207685268,0.551112854021844,-6.96659322634702
"202281_at",0.0562573858333328,4.94091755045833,0.819739282293925,0.419886436275502,0.551131872549456,-6.96665111856161
"202678_at",-0.0812543955000011,5.555313007875,-0.819487543099361,0.420027392099259,0.551271023778043,-6.96685906984178
"204319_s_at",0.0692255623333335,4.03462295566667,0.819461559530103,0.420041942703618,0.551271023778043,-6.96688053033702
"220853_at",0.0860260855000001,1.67693378079167,0.819393034369317,0.420080317785338,0.551288909531898,-6.96693712392509
"219728_at",0.0506567236666666,0.5061885985,0.818990321970862,0.420305886638254,0.551526120783312,-6.96726962545221
"221857_s_at",-0.0573865335000003,3.82608688320833,-0.81898193127935,0.420310587266611,0.551526120783312,-6.9672765516194
"206341_at",-0.0680258248333333,1.003435569625,-0.818882901662473,0.420366068052178,0.551566432913086,-6.96735829136558
"222378_at",0.0641425198333333,0.562198921875,0.818249446812992,0.420721065326484,0.551999715665121,-6.96788092755883
"216205_s_at",0.0769249138333334,2.078003574125,0.818180287937831,0.420759834246141,0.552015071617012,-6.96793796431319
"206235_at",0.0976793215000002,1.26793269229167,0.81811040603489,0.420799010735189,0.552015071617012,-6.96799559271588
"216507_at",0.0869078823333331,1.20883222916667,0.818062973452467,0.420825603204197,0.552015071617012,-6.96803470553109
"221420_at",0.0564083015000001,0.469620171291667,0.818051764246912,0.420831887654159,0.552015071617012,-6.96804394830576
"202411_at",0.0871484841666668,9.38101004125,0.817951006439828,0.420888380217884,0.552028430532598,-6.96812702477474
"201991_s_at",-0.118490713666666,7.47918219995833,-0.817945206428295,0.420891632293225,0.552028430532598,-6.96813180668401
"205561_at",-0.0900668905000006,3.49430905054167,-0.817800502665366,0.420972772971058,0.552102346843063,-6.96825109952276
"217551_at",-0.0491209743333333,0.63399914625,-0.81760185484889,0.421084177882794,0.552215943409372,-6.96841483086029
"206374_at",-0.0662617418333338,2.88150828533333,-0.817488861093872,0.421147554785235,0.552254895830061,-6.96850794677102
"205823_at",0.0614446799999984,4.9980110595,0.817460503429688,0.421163461204691,0.552254895830061,-6.96853131384164
"217004_s_at",0.066952982666667,0.812902216916667,0.817113288869445,0.421358251538578,0.552477796911413,-6.96881736060439
"221133_s_at",0.101633542166667,1.49467682975,0.816811048273507,0.421527856657787,0.552667651272175,-6.96906626242723
