TF,diff_AS_vs_Control,pvalue,padj
MBD2,-0.569671095169912,1.861427820173839e-10,5.462104800510107e-10
E2F4,-0.9458448964922788,2.1580081738992234e-10,6.308023892936191e-10
PROP1,-0.363320671189239,2.329084555267062e-10,6.782008666678034e-10
KDM2A,-0.38078921359694595,2.6134653254980366e-10,7.581044455643159e-10
TBP,-0.5858368298896006,2.718820893282815e-10,7.856668741045397e-10
TCF4,-0.7058472345441036,2.926446164938759e-10,8.424617747550972e-10
XBP1,-0.6834981711476384,3.1471282966393387e-10,9.025726435644897e-10
NUPR1,-0.6833201188104127,3.3295508597395697e-10,9.513002456398771e-10
RFX1,0.7226575121687944,3.699593729110706e-10,1.0530678779491149e-09
MTF2,-0.24480245951002147,3.764734758523067e-10,1.0676113494319145e-09
MEOX1,-0.45019372918280015,4.114871340231009e-10,1.1625658805113632e-09
ZNF202,-0.4681339533434181,5.175267067578365e-10,1.4567418412442807e-09
SRSF2,-0.8009899385904906,5.957841275343552e-10,1.6708337155945018e-09
MYBL1,-0.516097715157674,6.26641903169496e-10,1.7509112000324152e-09
MXD1,-0.5166691194829125,6.829875215534172e-10,1.9013572028593298e-09
TGFB1I1,0.8894141620059921,7.502132447510832e-10,2.0808834525942454e-09
FOS,-0.8128886600982024,9.023441485538272e-10,2.4937511014578495e-09
BMAL2,-0.70810696483952,9.839399551232298e-10,2.709399876426285e-09
GRHL3,-0.44074275527152856,1.2538210439805418e-09,3.44008661886358e-09
ATF3,-0.6253425679535134,1.3002090452991147e-09,3.5545283252781552e-09
SIX1,-0.4332903161381347,1.3648927250260157e-09,3.717987351325348e-09
HESX1,-0.42529553280616217,1.3987427881142202e-09,3.796587567738598e-09
BHLHE40,-0.4846923268071647,1.61693950060093e-09,4.373217154650202e-09
TFEB,-0.30563308705347886,1.8420156475438911e-09,4.964297489834601e-09
STAT5A,0.6449369040691475,2.1158916849901844e-09,5.682253288312863e-09
NR4A3,-0.4324355796940751,2.363876835456065e-09,6.325867587840174e-09
SALL3,-0.4502900414429938,2.6573154426345525e-09,7.08617451369214e-09
PPARGC1B,0.31962838978999675,2.825529655780994e-09,7.50840048389355e-09
PREB,0.2946622152854894,2.852840147758333e-09,7.554559276293843e-09
HEYL,-0.6733426905102082,3.157844561040392e-09,8.333200924967701e-09
HMGB2,-0.4508348998860198,3.2128294085815317e-09,8.448963150595031e-09
E2F1,-0.7930474263101985,3.287594522844673e-09,8.615764956420523e-09
EMX2,0.17157218007648872,3.996287962830034e-09,1.0437040727666069e-08
TEAD2,-0.27095368619683574,4.479820327780538e-09,1.1659806332579484e-08
BCL3,-0.5270283412013373,4.6954584772438525e-09,1.2179346220837297e-08
PITX3,-0.44385747703239753,5.053506699951161e-09,1.3063486707356743e-08
FEZF2,0.3545907447712279,5.561510815228048e-09,1.4327960066350225e-08
PDX1,0.44625126803595644,6.417107229014911e-09,1.6476356398822068e-08
ISL1,0.3348754319660182,6.5621137403967434e-09,1.679194088451692e-08
SOX6,0.41671064069799596,6.754600292044675e-09,1.7226497389107224e-08
MAFK,-0.6909809469214441,7.259303566981646e-09,1.8451741508046996e-08
MAFA,0.5162831972003135,9.328005272181229e-09,2.355243856098915e-08
KDM5A,-0.7025192561657301,9.314981035374025e-09,2.355243856098915e-08
SP1,-1.0439695105795925,9.452621689343861e-09,2.377586552924714e-08
NOTO,0.45721619391530305,9.479062178107742e-09,2.377586552924714e-08
KLF8,-0.683143485840053,1.0409986793616443e-08,2.6024966984041108e-08
BCL6,0.4240728147395142,1.2641798415187476e-08,3.1500874739483544e-08
FOXC2,-0.4899920016674652,1.3156667955413716e-08,3.267669165396871e-08
FHL2,-0.5972292145154465,1.3519477468025567e-08,3.346841327589391e-08
SP4,-0.5485722472037289,1.4117678895055642e-08,3.483583103974769e-08
TCF7,0.40746868135883857,1.4630145069360449e-08,3.5983528325935083e-08
NEUROG2,0.4990219979976405,1.509464011421307e-08,3.7006214473554623e-08
SMARCA5,-0.39744803391948197,1.5931234293077202e-08,3.893163364224654e-08
ARID1B,-0.27213817508210086,1.6241061423442076e-08,3.956155987761531e-08
CUX1,0.502138328342045,1.927073227885388e-08,4.679155441510846e-08
MLXIP,0.6547990541063646,1.9625523874619047e-08,4.7501267976784953e-08
SIM2,0.46720549614156504,2.153102214602551e-08,5.1947862955490115e-08
FOXD1,-0.5036109696317054,2.636816135608546e-08,6.321704299881688e-08
ONECUT1,-0.4787636483601668,2.6344333289938512e-08,6.321704299881688e-08
TFAP2A,-0.519139914822665,2.871683104082523e-08,6.863142009756973e-08
SPIC,0.15215442608934548,2.9338300299751226e-08,6.989689099627252e-08
BCLAF1,-0.22387822710312894,2.9730813084227672e-08,7.061068107504073e-08
RUNX1,-0.502543201948852,2.993908553938502e-08,7.088381623031968e-08
ARID5B,-0.3413270689015792,3.0800276449258883e-08,7.269630466284706e-08
