TF,diff_AS_vs_Control,pvalue,padj
DLX1,-0.04953643248334616,2.5629809203053e-19,1.872947595607719e-18
SMAD3,1.1138661320013599,3.158928908612056e-19,2.2864628290906306e-18
HAND2,0.5827615570243101,5.261549939206003e-19,3.77243203188355e-18
PITX1,-0.6277381823715227,6.241025311595908e-19,4.432877791413916e-18
SOX3,0.002160365926901643,6.921427171736509e-19,4.870633935666433e-18
AR,0.8394838743946531,7.706150424296763e-19,5.3730957086839814e-18
NCOA3,0.5998214414351453,8.78933317338755e-19,6.072630192522306e-18
FOS,0.8410440098158549,1.1243813038268285e-18,7.698466584760266e-18
HOXD1,0.6696897026122915,1.147271536297038e-18,7.785056853444187e-18
GLIS3,-0.05316942485687742,1.3613667404500978e-18,9.156094891522783e-18
MECOM,0.6577372968314485,1.8322443416247556e-18,1.2214962277498371e-17
MEF2A,0.7534646477043179,2.4097762204235887e-18,1.5925477630625457e-17
ATOH7,-0.045363193285736125,2.4583646548263664e-18,1.61065270488624e-17
RELA,0.937895642776815,2.5996179740064643e-18,1.6886407352520622e-17
SRY,0.5941031308377539,4.0992587590587524e-18,2.640200556681908e-17
NEUROG3,-0.3160998721176068,5.365763188670186e-18,3.4268739692347414e-17
PAX5,-0.52474633080888,6.222143845172177e-18,3.940691101942379e-17
FOXM1,0.5326234750797603,7.10043790966723e-18,4.459779182931484e-17
KAT7,0.618285804928854,1.0641084198847838e-17,6.628872123872424e-17
STAT1,0.7397176376985763,1.703580533174874e-17,1.0526188660267515e-16
CREB3L3,-0.15041732989151746,1.8522300923527562e-17,1.135237798538786e-16
FEZF2,0.707215604552583,2.1594329218213008e-17,1.3129352164673508e-16
HAND1,-0.2604535966487711,2.821177108099654e-17,1.7016623826632837e-16
HBP1,0.6837970069165404,3.217225892066791e-17,1.9252690377722533e-16
KLF3,-0.140150713750139,3.682182570431326e-17,2.1862959011936e-16
PAX6,0.5243626043316613,6.266702632100275e-17,3.6920108530203173e-16
GRHL2,-0.3514008257737059,1.2818287853998392e-16,7.436563945831127e-16
SATB2,0.6025783181354956,1.272154813179023e-16,7.436563945831127e-16
TFAP4,0.5065491507383173,1.3338195563766526e-16,7.679567142774666e-16
ATF2,0.9299508178026761,1.4117169264397446e-16,8.06695386536997e-16
AIP,-0.6652608781551548,1.7084153578662914e-16,9.689519940137175e-16
FEZF1,-0.013932158398756474,2.206971554437213e-16,1.2424432454609495e-15
E2F4,0.6018481049039681,3.446924496021599e-16,1.926222512482658e-15
ELF3,0.4903983664239573,3.9645622728249214e-16,2.1993192170415623e-15
MBD2,0.46111753898557334,4.1690784488776856e-16,2.2960142182224933e-15
PITX2,0.47601243254943015,6.485008351760584e-16,3.5457599621137002e-15
SATB1,0.5622895678648346,7.435600649251492e-16,4.036468923879381e-15
CLOCK,0.6653121871498036,7.917178876081476e-16,4.237363342128114e-15
SRF,1.113086703512657,7.88801912330479e-16,4.237363342128114e-15
PROX1,0.36835399739589514,1.2886377549276415e-15,6.84870415206299e-15
ABL1,0.8227094914317226,1.3789473772398504e-15,7.277777824321433e-15
HOXA1,0.7106131794360326,1.432948114297389e-15,7.51062459907597e-15
SNAI1,0.5675506863669031,1.7516986183639375e-15,9.11843116408625e-15
PAX9,0.5548643642140211,1.9935248804019542e-15,1.0306659245615547e-14
KLF6,0.7532114159954335,2.097683483265425e-15,1.077188815730894e-14
EP300,0.5396772042279117,3.2114584717312833e-15,1.638059354708574e-14
ONECUT1,0.3504333414404298,3.433320948685106e-15,1.7395492806671202e-14
PLAG1,0.8931840002950566,3.7572712451669665e-15,1.8910769180972813e-14
PITX3,-0.43209714036859903,4.089135905254467e-15,2.0445679526272333e-14
ZBTB7B,0.8050105943271166,4.201003170333098e-15,2.0867728166360487e-14
SMAD6,0.5388457260277468,4.317497507190438e-15,2.1307130554965798e-14
HLX,0.6928828956749222,4.713131096037871e-15,2.3109546019282466e-14
