"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
3.49890107784849,3.69457317397535,11.6703130792331,8.68965948209632e-11,1.05108672818857e-08,14.8887444703077,"AC087632.2"
-1.79967287579871,2.69743769631725,-11.6623551102519,8.80147161725129e-11,1.05726919054678e-08,14.8760691057798,"NPIPB2"
3.46285601035906,8.21586926888848,11.654428671343,8.91432806509481e-11,1.06349154957412e-08,14.863437030448,"IFI30"
1.52373033855988,1.30735521919749,11.6443644681592,9.05979312033197e-11,1.07349303789076e-08,14.8473881029014,"ORC1"
-2.06367042486387,1.42300449158883,-11.6306093921336,9.26260659561266e-11,1.09010866001609e-08,14.8254354401352,"SERHL"
-1.59412319595582,2.2899629572023,-11.6212269898478,9.40364942577165e-11,1.09928030669859e-08,14.8104494420565,"FAHD2CP"
-2.51914263955496,2.82341165228208,-11.6139893132351,9.51397544847156e-11,1.10476282907652e-08,14.798882450986,"SLC25A27"
-2.26561805191453,2.49936445430688,-11.5699457687312,1.02149921017042e-10,1.17830948627472e-08,14.7283686532679,"EMX2OS"
1.12778979446428,7.20926180212569,11.5556874481051,1.0453269205032e-10,1.19786212508715e-08,14.7054949565195,"DDOST"
2.35001245361522,2.74424236539416,11.5447277842211,1.06403436269907e-10,1.21133009996683e-08,14.6878977226799,"KIFC1"
2.48298752974047,2.47121742747169,11.4976686951456,1.14840354200995e-10,1.2988891490084e-08,14.6121859066565,"KIF2C"
-1.99455129102623,1.60798699568986,-11.4929432898016,1.15725117990889e-10,1.30045168075181e-08,14.6045697067812,"MISP3"
-2.39446015885779,3.9551716101167,-11.4654169399374,1.21021791919101e-10,1.34462455892637e-08,14.5601543101155,"CBX7"
-4.1773735140657,7.55862609100641,-11.4645130158463,1.21199940148949e-10,1.34462455892637e-08,14.5586943366818,"CLEC3B"
1.4590783407797,6.74567940079571,11.441821316187,1.25762537730421e-10,1.38641258366359e-08,14.5220138149979,"HM13"
1.24346473014775,7.82543441790301,11.3848838052885,1.38014073564649e-10,1.51190511531388e-08,14.429721130128,"PGAM1"
1.33628748307782,2.72456563884525,11.3759272062577,1.40051422975148e-10,1.52463480336321e-08,14.4151697140777,"TUBBP1"
3.52229360668306,9.77857771738388,11.3598170657257,1.43795019360878e-10,1.55415057927972e-08,14.3889734341024,"FN1"
1.65741796253364,9.26989822316481,11.3566325600795,1.44547246436626e-10,1.55415057927972e-08,14.3837917203417,"ENO1"
1.37943120749785,6.76235302255615,11.3522732353408,1.45583618790385e-10,1.55569047367542e-08,14.3766965233621,"SEC61A1"
-2.05075951477991,1.35613925814025,-11.3309555742316,1.50763960122256e-10,1.60122357159113e-08,14.3419691158442,"LINC02615"
-2.54711747122234,3.01926724790484,-11.3212999361102,1.53173022533405e-10,1.61027080086782e-08,14.3262227142251,"ADIRF-AS1"
-3.17071432913124,3.43173058924774,-11.3191687533607,1.53710116095867e-10,1.61027080086782e-08,14.3227457598503,"XG"
-1.70799337771139,4.19110814864568,-11.3154532621831,1.54651166300696e-10,1.61027080086782e-08,14.316682826154,"PAN2"
1.8108963843419,6.93085830024928,11.3128512780085,1.55313752753355e-10,1.61027080086782e-08,14.3124359789869,"ENG"
1.36216532840526,0.998160607599517,11.2401736666412,1.75063811798163e-10,1.80429673011858e-08,14.1935035335392,"HASPIN"
2.09598642361415,1.56401497426458,11.2319482490839,1.77457901334602e-10,1.81261334909205e-08,14.1800052057294,"SKA3"
-1.34982198670725,0.999063585809788,-11.2302648472684,1.77952051150959e-10,1.81261334909205e-08,14.1772417046953,"MYRIP"
2.55794116194262,3.08123559173711,11.2101278691521,1.83975173531819e-10,1.8608610781444e-08,14.1441593687831,"UBE2T"
-1.14269009682696,5.34610527542212,-11.207340450188,1.84825448684683e-10,1.8608610781444e-08,14.1395763586301,"VAMP2"
2.24029626515523,2.5713829727477,11.2017278157278,1.86549937831225e-10,1.86742920525533e-08,14.1303454936072,"NCAPH"
-5.22935725224386,8.46758989358836,-11.1953243768171,1.88537834067887e-10,1.87654399645398e-08,14.1198096164077,"CFD"
-3.41403887619666,1.99393518163459,-11.1913743466871,1.89775052199646e-10,1.87812605637127e-08,14.1133081027061,"PKD1L2"
2.80411071144348,3.26554818037953,11.1850167015835,1.9178411963847e-10,1.88051929401777e-08,14.1028400397856,"BCAT1"
2.66448191452679,2.40962660176906,11.1837841717074,1.92176159338135e-10,1.88051929401777e-08,14.1008101037633,"CDC45"
2.1861943336607,1.80487375879481,11.1657089600426,1.98022076071627e-10,1.92689861509252e-08,14.0710207884784,"NCAPG"
2.08140861977063,4.07677979511378,11.1284799262434,2.1065230022461e-10,2.03841209184015e-08,14.0095461176804,"HMGB3"
-2.40170171345838,2.36222511198653,-11.1115357674211,2.16675129977327e-10,2.08510906847795e-08,13.9815140736492,"CDON"
2.09278234044347,3.50361999386596,11.0994296849843,2.21087615015502e-10,2.11495691951941e-08,13.9614657320537,"CDK1"
1.1157085749468,7.04134914609945,11.093853793663,2.23151241240732e-10,2.11495691951941e-08,13.9522260499488,"RPN1"
-3.53185404506747,3.90920086050016,-11.0890907360668,2.24929882838878e-10,2.11495691951941e-08,13.9443304482502,"OSR2"
2.05200991644055,4.36947455496695,11.0871496171043,2.25658961584082e-10,2.11495691951941e-08,13.9411119509699,"DYSF"
1.53758182614379,6.05937444067567,11.0866474700962,2.25847965914922e-10,2.11495691951941e-08,13.9402792886717,"PCNA"
-1.2341949878143,5.46461812262077,-11.0726292076118,2.31191246388942e-10,2.14811482037624e-08,13.9170223633141,"SPSB3"
1.70564171756601,8.36900955392385,11.0709105583738,2.31855314175412e-10,2.14811482037624e-08,13.9141694808917,"ARPC1B"
