,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GAL,296.3067189812478,-1.792959262631703,0.3536704357280864,-5.069576310331435,3.9870225856307815e-07,3.155146935733026e-05
SPIN1,949.0698311340853,0.9244382746975989,0.18239282626709535,5.0683916336920785,4.011912840279769e-07,3.15839397384512e-05
NOP16,210.7739781031647,-1.268659907878165,0.2503797975370746,-5.066941983169829,4.04257427071297e-07,3.166127498413034e-05
TSHZ3,847.5189479900256,0.6627861530216023,0.13083286291712415,5.065899639003108,4.064760408741274e-07,3.167177930790509e-05
MTHFD1L,151.16786706576556,-1.3702179927687068,0.2707928872377397,-5.060022095653268,4.192078964683244e-07,3.249716723948837e-05
LRCH2,94.07872869808925,0.7778788080775012,0.15378574160633665,5.058198503660558,4.232357446345687e-07,3.2642862456739276e-05
WWC1,41.74153497658319,-2.973347468204656,0.5886131493728369,-5.051445879815522,4.384781794468328e-07,3.3311187292575885e-05
LAPTM5,18.12989446145782,2.2862726130312425,0.45252996109140897,5.052201643217665,4.367462584101522e-07,3.3311187292575885e-05
FNDC1,111.06465474190067,2.2430941735934584,0.4438823875105574,5.05335250216502,4.3412159920702015e-07,3.3311187292575885e-05
SDF2L1,425.4064471083391,-1.6914698990517785,0.3352818780933137,-5.044918946024928,4.5371366227094276e-07,3.415934629134638e-05
LRRC49,138.62415331977095,0.830569618106408,0.16464072565636573,5.044739779876538,4.5413899900302543e-07,3.415934629134638e-05
EHF,75.15367126550807,-3.3374694164326257,0.6622280750844822,-5.039758267583047,4.661202183452137e-07,3.424778045045293e-05
WNT5A,1400.600246666317,0.9499327869369184,0.18843207914525992,5.041247707109505,4.625063232259534e-07,3.424778045045293e-05
MTUS2,11.940591182543406,2.2429441815520383,0.4448009478615902,5.042579590567735,4.5929761490594956e-07,3.424778045045293e-05
SELL,2.9892271010419726,4.134368376445446,0.8199869238381866,5.041993056539653,4.6070800915900855e-07,3.424778045045293e-05
SLCO4A1,12.68619780594904,-3.6436029819532165,0.7229991322642398,-5.039567572567379,4.6658487253150955e-07,3.424778045045293e-05
TAGAP,9.810875371740222,2.206185915556924,0.43863881855504905,5.0296184975704525,4.914566987548182e-07,3.58089430419724e-05
DAAM2,183.7271288503824,1.6603299634704303,0.3301389312786895,5.0291856129771295,4.925674013276445e-07,3.58089430419724e-05
LINC00958,14.029445978336902,-2.5268515887918332,0.5028182836208148,-5.025377300514756,5.024437277094103e-07,3.635299999436562e-05
NR1D1,244.49931346298908,-1.0561659900385785,0.21049969942162633,-5.017422794144237,5.236923579355304e-07,3.771081367996421e-05
SLC30A4,118.79366126985668,0.7065430578499482,0.14091867723517348,5.013835438370083,5.335562401058357e-07,3.823987505739655e-05
ID1,3851.8923414768087,-1.3121263285370242,0.2621139917936762,-5.005937758446211,5.5590719414004e-07,3.9654713181989515e-05
FCGR3A,3.333445486688241,4.476663466423625,0.8949909647259366,5.0019091173668615,5.67653510538888e-07,4.030339924826105e-05
CCND1,438.1210257694178,1.6252790484850648,0.3251132108105824,4.999117213455794,5.759338570068104e-07,4.0325986282771787e-05
GLG1,1306.0123958582153,0.6723447028274326,0.13446898693106762,4.9999982759749235,5.733082700639316e-07,4.0325986282771787e-05
ZDHHC12,96.5408662023246,-1.0816243105888905,0.2163180809805527,-5.000156739954299,5.728372696392682e-07,4.0325986282771787e-05
