source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Basalis_fibroblast,Basalis_fibroblast,COL6A1,CD44,1.4858167,0.0,2.062433,0.9340506841413609,1.000659155764997,0.020351157,0.90844387,0.0734970537717148,0.0047417372314682285
SOX9+LGR5+_stem,Secretory_glandular,TNFSF9,PVR,0.059891764,0.0,0.0033972415,0.057077885532053285,0.007238618167771341,0.0078565525,0.28709033,0.779321349345459,0.0047543572111676145
Basalis_fibroblast,Lymphoid_immune,TIMP3,CD44,1.4845757,0.0,2.1549406,0.7859386936242623,0.7933733342734194,0.01896607,0.9102523,0.07556792805553825,0.004770444260613354
SOX9+LGR5+_stem,Basalis_fibroblast,TIMP1,CD63,1.7376993,0.0,1.6113415,0.44257350744463875,0.20178078076721162,0.0048847906,0.897649,0.7695609390974268,0.004770444260613354
CD133+_progenitor,Smooth_muscle,FBLN1,ITGB1,1.4843116,0.0,2.0395205,0.6172680931453279,0.9896131197788165,0.012445506,0.90797824,0.09593781453725267,0.004784829742252689
SOX9+LGR5+_stem,NKT_cells,MMP7,CD44,1.4840859,0.0,2.143542,1.3004607904719196,2.029827166398917,0.055531733,0.91003543,0.004222024189593763,0.0047920308549395715
Basalis_fibroblast,Smooth_muscle,COL6A2,ITGA1_ITGB1,1.5631415,0.0,1.6087723,1.5405030650408564,1.8165748006551703,0.06726889,0.8975757,0.0008343941646044813,0.004820887816744862
CD133+_progenitor,NKT_cells,HMGB1,CXCR4,1.4807941,0.0,2.0828722,0.47716737307871426,0.8489376750846347,0.017810857,0.9088532,0.07556792805553825,0.004835347875656374
Decidualized_stromal,CD133+_progenitor,MDK,TSPAN1,1.480389,0.0,2.1244678,1.2681175572851824,1.470344429558386,0.046873845,0.90966886,0.005778100173980369,0.0048788558686859475
SOX9+LGR5+_stem,SOX9+LGR5+_stem,CTF1,IL6ST_LIFR,0.06142033,1.0,0.003420265,-0.009750173566940148,-0.201264242323389,0.0046675056,0.287782,1.0,0.004912749407467609
Basalis_fibroblast,SOX9+LGR5+_stem,COL1A2,CD44,1.5318722,0.0,1.6047316,0.4933430358730734,0.6038686167450645,0.009125066,0.89746004,0.24950705976044948,0.004915259347831416
Basalis_fibroblast,Lymphatic_endothelium,MDK,NCL,1.4785258,0.0,2.1678386,0.38766157789191574,0.39444772662818406,0.008828101,0.91049576,0.27532765595352326,0.004937165478123863
NKT_cells,Basalis_fibroblast,CD99,CD81,1.4781923,0.0,1.9826344,0.31052943772464214,0.4899943872436794,0.0071529467,0.9067896,0.4703595629420538,0.004951796698154997
Erythrocytes,Basalis_fibroblast,TIMP1,CD63,1.7360481,0.0,1.6016841,0.4409408433146521,0.22789337662804243,0.0048555145,0.89737254,0.6602892977311864,0.004966448436513352
Decidualized_stromal,CD133+_progenitor,VIM,CD44,1.8707277,0.0,1.5999653,0.028571747611310927,-0.29911367872176997,0.003298307,0.8973231,1.0,0.004981121464463314
Decidualized_stromal,SOX9+LGR5+_stem,APOE,LDLR,1.4771821,0.0,1.808358,1.2025998106856677,1.3343262778252634,0.04533865,0.9028278,0.010273647968030571,0.004988466349932177
SOX9+LGR5+_stem,Lymphatic_endothelium,HMGB1,THBD,1.5088538,0.0,1.5970653,0.9148383995407516,0.8761969371034443,0.041881587,0.8972395,0.015214696152565285,0.004995815780429995
Basalis_fibroblast,B_cells,MDK,NCL,1.4762464,0.0,2.1604831,0.385010595071454,0.39406143747461053,0.008798148,0.9103572,0.27791260673556195,0.005017897555480691
Basalis_fibroblast,Decidualized_stromal,COL6A1,CD44,1.4756274,0.0,2.024388,0.9230726780085323,0.9576988099874575,0.019975746,0.9076666,0.07556792805553825,0.005040027221397875
Decidualized_stromal,CD133+_progenitor,COL1A1,DDR1,1.8543712,0.0,1.5940863,1.538732160815951,1.8602337170146155,0.073594585,0.8971534,0.0006265262179900037,0.005040027221397875
CD133+_progenitor,Glandular_epithelium,CD99,CD81,1.475575,0.0,1.9116845,0.2990310014235846,0.32967873708843776,0.006896974,0.9052381,0.5124586877575698,0.005054806674807514
CD133+_progenitor,SOX9+LGR5+_stem,EFNB2,EPHB6,0.059586547,1.0,0.0034379426,-0.14738665791736594,-0.1921858025915369,0.0014803857,0.28831065,1.0,0.005071135496410703
Basalis_fibroblast,CD133+_progenitor,HLA-A,APLP2,1.4744925,0.0,2.1128018,0.07348720003459103,-0.015506771347277848,0.00660531,0.90944237,0.6879153881144088,0.005077016146460789
Basalis_fibroblast,NKT_cells,TIMP3,CD44,1.4736208,0.0,2.1175623,0.7741373204754365,0.9637571829230019,0.018637097,0.909535,0.07556792805553825,0.00509184879783538
CD133+_progenitor,Lymphatic_endothelium,CXCL8,ACKR1,1.4728255,0.0,2.1691017,1.2816671848163135,2.09796767421612,0.10442129,0.9105195,0.00010537744765935857,0.005143931800309356
CD133+_progenitor,Macrophages,SLPI,PLSCR1,1.513795,0.0,1.5847241,1.0427922587141105,1.3354564815329888,0.03365477,0.89688134,0.03581123850161876,0.005158860183890477
Decidualized_stromal,Basalis_fibroblast,COL6A2,CD44,1.471952,0.0,2.031799,0.8341333567697643,0.9351281035340532,0.018023642,0.9078196,0.07556792805553825,0.005173809836589412
Decidualized_stromal,CD133+_progenitor,COL1A1,CD44,1.8524907,0.0,1.5820038,0.7679503107680701,0.9466927543804972,0.009605212,0.8968018,0.2150996232011206,0.005196274588050911
Lymphatic_endothelium,CD133+_progenitor,VIM,CD44,1.8480065,0.0,1.5775874,0.011377644004858412,-0.29287732534385424,0.0032521754,0.8966724,1.0,0.005211277407216288
CD133+_progenitor,Macrophages,VCAN,CD44,1.4673066,0.0,1.9743985,0.729473233479516,1.0332849683368166,0.018370979,0.9066135,0.07556792805553825,0.0052187871878548635
SOX9+LGR5+_stem,SOX9+LGR5+_stem,SLIT2,ROBO1,0.060811404,0.0,0.0034878752,0.03696990286016911,-0.023269748360176097,0.004676189,0.28979224,1.0,0.005229516524670629
CD133+_progenitor,Smooth_muscle,VCAN,ITGB1,1.466784,0.0,1.9733065,0.6505342718613294,0.9429860384623382,0.016078593,0.9065901,0.07556792805553825,0.005233821902400134
Basalis_fibroblast,B_cells,COL6A3,CD44,1.465651,0.0,2.112962,1.1724596198493789,1.199887648870998,0.030526629,0.9094455,0.020299277686751667,0.005248877878188695
SOX9+LGR5+_stem,CD133+_progenitor,HLA-A,APLP2,1.4651451,0.0,2.089866,0.06383033178966921,-0.034216338285178116,0.006533605,0.90899193,0.7431018267940881,0.005256414237067281
SOX9+LGR5+_stem,Lymphatic_endothelium,APP,CD74,1.463684,0.0,1.7367662,0.5222931415780014,0.43043406695902797,0.0126601895,0.90104145,0.09027784164935077,0.005309315163231326
SOX9+LGR5+_stem,Basalis_fibroblast,CD99,CD81,1.4620895,0.0,1.9205389,0.2904468397497342,0.29223247446522305,0.006928919,0.9054361,0.5066284372356127,0.005332066923329423
Pericyte,Basalis_fibroblast,PTN,NCL,1.461563,0.0,2.1300972,0.7290400479472176,0.9378413674231971,0.016102381,0.9097775,0.07556792805553825,0.005354866499876991
Basalis_fibroblast,Secretory_glandular,COL1A1,CD44,1.4614053,0.0,1.6309954,0.47884406580108957,0.5970128416272912,0.009902666,0.8982046,0.19729707520086295,0.005362476447095052
CD133+_progenitor,SOX9+LGR5+_stem,LIPH,LPAR1,0.060817197,0.0,0.003520421,0.2543612808302864,0.05112482931669067,0.021403449,0.29074895,0.40153140786912656,0.005387891969048946
Basalis_fibroblast,Smooth_muscle,COL1A2,ITGA1_ITGB1,1.5213822,0.0,1.5545224,1.0733405431208738,1.505139140842084,0.041666646,0.8959881,0.01557382462884889,0.0054235512656839
Basalis_fibroblast,Lymphoid_immune,COL6A3,CD44,1.4581752,0.0,2.0882442,1.1644048648916143,1.1124943215751637,0.030169519,0.9089598,0.035072242122921975,0.005469580630567753
Glandular_epithelium,SOX9+LGR5+_stem,COL1A2,CD44,1.4885534,0.0,1.546638,0.4569610235679695,0.6901771758382805,0.008794727,0.89575094,0.2782942761248543,0.005500372521024745
Decidualized_stromal,CD133+_progenitor,VCAN,ITGB1,1.4567056,0.0,1.9529861,0.6139863164747765,0.7158477412704773,0.01591302,0.9061509,0.07556792805553825,0.005523522586310139
SOX9+LGR5+_stem,Lymphatic_endothelium,LGALS3,ENG,1.4566629,0.0,2.1163385,1.180677139694114,1.2142246624164534,0.036964834,0.9095112,0.018609941781885273,0.005531250163447112
SOX9+LGR5+_stem,SOX9+LGR5+_stem,SEMA3F,NRP2_PLXNA1,0.061888374,0.0,0.003544894,0.14226368947753168,0.04268158324581621,0.015311548,0.29146376,0.4261584474285459,0.00554626130642101
CD133+_progenitor,Lymphatic_endothelium,CXCL2,ACKR1,1.4561354,0.0,2.1195836,1.4166317529233239,2.6264862121356094,0.12490858,0.9095743,3.1415966143421705e-05,0.005554463924317365
SOX9+LGR5+_stem,Smooth_muscle,MMP7,CD44,1.4560015,0.0,2.0465434,1.270202538101797,2.0165311946671842,0.053018823,0.9081217,0.005315550997150637,0.005562211913009103
Pericyte,Basalis_fibroblast,COL1A2,CD44,1.4553454,0.0,1.9951069,0.48062949748299366,0.46382247119514464,0.011344878,0.9070543,0.12972428770318845,0.005593259393826519
Decidualized_stromal,CD133+_progenitor,LUM,ITGB1,1.4548929,0.0,1.9491955,0.7316970484515719,0.8276329753038348,0.016310347,0.90606827,0.07556792805553825,0.005608814561632102
SOX9+LGR5+_stem,B_cells,CXCL8,CD79A,1.4547672,0.0,1.7605042,1.783138131855739,1.9077313740216004,0.1596166,0.90164506,5.8241800762385645e-06,0.005624390952095761
Macrophages,SOX9+LGR5+_stem,CD14,ITGB1,1.4537165,0.0,2.1091223,1.370968668951467,1.5850963562236835,0.07553617,0.90937054,0.0008024042795804093,0.005647795739655348
Pericyte,SOX9+LGR5+_stem,COL1A1,ITGAV_ITGB8,1.556275,0.0,1.5350764,1.074979781063695,1.0527863710680536,0.033226747,0.89540005,0.03824264219824056,0.00568690953748789
Lymphatic_endothelium,Basalis_fibroblast,LGALS1,ITGB1,1.451963,0.0,2.087123,0.17897648882270467,-0.1529985018857798,0.0058273156,0.9089376,1.0,0.00568690953748789
SOX9+LGR5+_stem,Secretory_glandular,MDK,TSPAN1,1.4804688,0.0,1.5348454,1.0818980302152998,1.36403373000412,0.033864524,0.895393,0.027453656993164214,0.005702592018740037
Glandular_epithelium,SOX9+LGR5+_stem,PLA2G10,PLA2R1,0.05993601,0.0,0.0035567891,0.055377834427376586,0.004331392479545705,0.008769123,0.29180977,0.7893720218519122,0.00570462558334986
Decidualized_stromal,Basalis_fibroblast,NID1,ITGB1,1.4507391,0.0,2.0832136,1.1769073340408767,1.195783735202774,0.034710746,0.90885997,0.02067893384017027,0.0057340214511140105
Basalis_fibroblast,NKT_cells,COL6A3,CD44,1.4472201,0.0,2.0520227,1.1526034917427885,1.2828781702247463,0.029646218,0.9082332,0.0156720582184662,0.005828817089067381
Basalis_fibroblast,Smooth_muscle,LAMA2,RPSA,1.4457054,0.0,1.8851655,0.8890074372790215,0.8296002314509201,0.028323034,0.9046372,0.06719078044840936,0.0058446904347429
Basalis_fibroblast,Smooth_muscle,TIMP3,CD44,1.4455364,0.0,2.0217392,0.7438790681053138,0.9504612111912688,0.017793735,0.9076117,0.07556792805553825,0.0058605858202386875
Decidualized_stromal,CD133+_progenitor,PTN,NCL,1.4454235,0.0,2.0469422,0.7149221617966202,0.877444308555533,0.015473774,0.9081299,0.07556792805553825,0.005868540621626731
Basalis_fibroblast,SOX9+LGR5+_stem,COL6A2,ITGAV_ITGB8,1.5456202,0.0,1.5219814,1.465702312915036,1.6120708623482427,0.04813151,0.8949982,0.002232505097517487,0.005884466962495836
Basalis_fibroblast,Smooth_muscle,MDK,NCL,1.4447638,0.0,2.0588932,0.348401182619712,0.39942268293585825,0.008384442,0.9083724,0.31680436711603494,0.005900415342049096
CD133+_progenitor,Basalis_fibroblast,CD99,CD81,1.4441383,0.0,1.851315,0.26805730958541235,0.3466701064369928,0.0066791726,0.90385276,0.5553964852795563,0.005932373995214497
Lymphoid_immune,Basalis_fibroblast,HLA-A,APLP2,1.4433573,0.211,1.5648234,-0.006623188961280363,-0.21874966014124209,0.00489215,0.8962955,1.0,0.00594838510814339
CD133+_progenitor,Macrophages,LGALS1,PTPRC,1.4427475,0.0,1.7648873,0.48160345917401076,0.0717715313416496,0.009488707,0.9017552,0.3429987385279926,0.005972441930353923
Pericyte,SOX9+LGR5+_stem,MDK,ITGA6_ITGB1,1.4756169,0.0,1.5121843,1.0436284318358136,1.1637432193788975,0.028398644,0.8946944,0.035410046680823176,0.005972441930353923
SOX9+LGR5+_stem,SOX9+LGR5+_stem,MDK,ITGA6_ITGB1,1.4754851,0.0,1.5120102,1.0434921882024477,1.2310553493024798,0.028395375,0.89468896,0.03547162975946679,0.00598047174800676
Lymphoid_immune,CD133+_progenitor,VIM,CD44,1.7806553,0.0,1.5112535,-0.039585730548706066,-0.40402053279475714,0.0031154288,0.89466536,1.0,0.006004592131141671
SOX9+LGR5+_stem,SOX9+LGR5+_stem,TNFSF9,PVR,0.061725337,0.0,0.0035663543,0.06606821056158321,-0.004151384994506797,0.008247647,0.29208735,0.729083485854327,0.006021336863379346
Basalis_fibroblast,Macrophages,LAMA2,CD44,1.4414771,0.0,1.8767675,1.5602225682391957,1.8161169294942237,0.06573317,0.90444446,0.000839348401846247,0.006028759325801294
SOX9+LGR5+_stem,Smooth_muscle,LGALS1,ITGB1,1.4414475,0.0,1.8775918,0.22341267561839384,-0.135211590136586,0.0052422984,0.9044634,1.0,0.006036826216443232
Basalis_fibroblast,Secretory_glandular,MDK,NCL,1.4386716,0.0,2.0392346,0.3413175589328041,0.2730529070326353,0.008304386,0.9079724,0.3249622757558863,0.006117782913213713
Pericyte,Basalis_fibroblast,COL1A1,DDR2,1.549906,0.0,1.5032568,1.3197997881311967,1.2270886264934213,0.057046924,0.89441514,0.0036355660767749746,0.0061503143284733115
Secretory_glandular,Basalis_fibroblast,ADM,RAMP1,1.4359903,0.0,1.7781763,1.318583893342723,1.4322159820991223,0.05607156,0.90208703,0.00400712962428065,0.006248414874067781
SOX9+LGR5+_stem,SOX9+LGR5+_stem,WNT2B,FZD1_LRP5,0.060253687,0.0,0.0035956155,0.11748487304207815,0.027982263206318095,0.014050881,0.2929329,0.48008523709958184,0.0062588560593645984
SOX9+LGR5+_stem,SOX9+LGR5+_stem,WNT2B,FZD1_LRP6,0.060253687,0.0,0.0035956155,0.11748487304207815,0.027982263206318095,0.014050881,0.2929329,0.48008523709958184,0.0062588560593645984
Basalis_fibroblast,NKT_cells,COL6A2,ITGA1_ITGB1,1.5401673,0.0,1.4949708,1.4964572820533073,1.8204913401833345,0.062510416,0.89415383,0.0008294544751188614,0.006264838889512951
Basalis_fibroblast,Glandular_epithelium,LAMA2,RPSA,1.4351587,0.0,1.8642187,0.8781813610242051,0.7878148076131164,0.028008327,0.9041542,0.06972326514794595,0.006273059266283104
Glandular_epithelium,Basalis_fibroblast,CD99,CD81,1.4349953,0.0,1.8160579,0.2566551915533842,0.32841568379018904,0.0065519726,0.90301406,0.5800991293364989,0.006281284063045044
Lymphoid_immune,SOX9+LGR5+_stem,CD99,CD81,1.4334036,0.0,2.0512733,0.311847158775448,0.20453214067455594,0.0074005825,0.90821797,0.43308652873883413,0.006347277180910024
Pericyte,SOX9+LGR5+_stem,HSPA8,LDLR,1.4326903,0.0,1.7313101,0.7080061131220539,0.9353480777555307,0.01699534,0.9009011,0.07556792805553825,0.006363828997854655
Decidualized_stromal,SOX9+LGR5+_stem,COL1A2,CD44,1.4405578,0.0,1.4822726,0.4166511624489817,0.2388252496383393,0.008428722,0.8937495,0.3129085695710747,0.006413608711117836
CD133+_progenitor,Glandular_epithelium,EFNB2,EPHB4,0.060758494,1.0,0.0036024805,-0.15595980089050812,-0.18193492521319002,0.001484634,0.29313046,1.0,0.006496362169943433
Pericyte,CD133+_progenitor,COL3A1,DDR1,1.736427,0.0,1.4770365,1.3581199981023655,1.2196634044501264,0.06260211,0.8935814,0.0022553702978395066,0.006505367054524886
Lymphatic_endothelium,SOX9+LGR5+_stem,APP,CD74,1.4270762,0.0,1.9490756,0.7432513992419479,0.4469297281283825,0.01420782,0.90606564,0.07556792805553825,0.006530503112168221
Basalis_fibroblast,CD133+_progenitor,MDK,NCL,1.426585,0.0,2.0002325,0.32726319595317654,0.2861102589719611,0.008145558,0.90716237,0.3413934951455907,0.006555686720486129
Basalis_fibroblast,Glandular_epithelium,COL6A2,CD44,1.5357974,0.0,1.4733244,0.9197457960665899,0.8938883147713003,0.013069536,0.89346164,0.08099127765178026,0.0065725019106306955
Decidualized_stromal,Basalis_fibroblast,TGM2,ITGB1,1.4254997,0.0,2.002592,0.9720467775882482,1.1107066419196352,0.02788968,0.907212,0.0575337831559198,0.006589338229726379
Basalis_fibroblast,SOX9+LGR5+_stem,COL1A2,ITGAV_ITGB8,1.503861,0.0,1.4706581,0.9985397909950534,1.3006352025351564,0.029812867,0.8933754,0.04872052112726619,0.006614632767829991
SOX9+LGR5+_stem,Erythrocytes,MMP7,CD44,1.4243082,0.0,1.9370793,1.2360575795370654,1.8099990087068056,0.050182994,0.90580255,0.006894174890036008,0.006631521902971671
CD133+_progenitor,Glandular_epithelium,SEMA3F,NRP2_PLXNA2,0.060264092,0.0,0.0036067744,0.09366336183009154,0.03366353504700463,0.011558457,0.2932539,0.583751246679959,0.006654692946867861
Macrophages,Basalis_fibroblast,SERPINA1,LRP1,1.4233569,0.0,1.9242921,1.9694475978201367,2.2599294599574176,0.16790168,0.9055196,3.896152061123392e-06,0.0066568956591577045
Decidualized_stromal,Basalis_fibroblast,MDK,LRP1,1.4219604,0.0,1.9212072,1.3761800526192838,1.3600174731251955,0.044472564,0.90545094,0.00804205796424666,0.006690801558616354
Smooth_muscle,Basalis_fibroblast,TIMP3,CD44,1.4215939,0.0,1.9205337,0.7181214585073983,1.0202699512266706,0.016903006,0.905436,0.07556792805553825,0.0067077857385056065
Basalis_fibroblast,Basalis_fibroblast,PSAP,LRP1,1.4209301,0.0,1.9189312,1.3405578773195594,1.2388895887112572,0.042451825,0.9054002,0.014467562833134037,0.006741817445764761
Basalis_fibroblast,SOX9+LGR5+_stem,COL1A1,CD44,1.4211851,0.0,1.4562924,0.43551263651676886,0.5149038700830294,0.0088419495,0.89290696,0.2737023885996778,0.0067503390194104205
Erythrocytes,Basalis_fibroblast,CD99,CD81,1.4200677,0.0,1.7584939,0.2380361599689082,0.3335497986884458,0.006344293,0.90159434,0.6229037257327509,0.0067673971001990085
Pericyte,Basalis_fibroblast,CD99,CD81,1.419897,0.0,1.7578356,0.23782400515959962,0.585916761193491,0.006341918,0.9015778,0.6235328772327867,0.006775934508681051
Basalis_fibroblast,Smooth_muscle,COL6A3,CD44,1.4191358,0.0,1.9591653,1.1223452393726658,1.2695821984930131,0.028304676,0.9062851,0.020134238077146368,0.006793024255696549
Lymphoid_immune,CD133+_progenitor,CD99,CD81,1.4180324,0.0,2.0089927,0.29670200582582595,0.18895241568804155,0.007248042,0.90734625,0.4545989422968629,0.00680157749724307
Decidualized_stromal,Basalis_fibroblast,COL3A1,ITGA11_ITGB1,1.948714,0.0,1.4539782,2.001675226660446,2.0944341952036156,0.1728383,0.8928309,3.3635581817843823e-06,0.00680157749724307
SOX9+LGR5+_stem,SOX9+LGR5+_stem,MFAP5,NOTCH1,0.060479797,1.0,0.0036133234,-0.11459429636785862,-0.16888314776106655,0.001777379,0.29344192,1.0,0.00681301761772108
Basalis_fibroblast,CD133+_progenitor,MDK,TSPAN1,1.417408,0.0,1.97062,1.2038445356805487,1.3048956953645114,0.043479376,0.9065324,0.010894778493076665,0.006818698906941853
SOX9+LGR5+_stem,Basalis_fibroblast,MMP7,CD44,1.4158312,0.0,1.9078012,1.2269257139369376,1.8698126971878273,0.0494245,0.90515083,0.0073676855566353495,0.006870189766428345
Secretory_glandular,Basalis_fibroblast,MIF,EGFR,1.415628,0.0,1.606898,1.0928226023504182,0.9937696448618933,0.032501336,0.8975221,0.04168524848469908,0.00687879049597912
Glandular_epithelium,Basalis_fibroblast,ANXA1,EGFR,1.4154983,0.0,1.6066942,0.9847094407255148,1.0457111077597443,0.030693134,0.89751625,0.051347525284553636,0.006913245257523796
Basalis_fibroblast,Erythrocytes,TIMP3,CD44,1.413843,0.0,1.9136019,0.7097341095405821,0.7439290252308904,0.016841998,0.90528107,0.07556792805553825,0.006965084262486078
Glandular_epithelium,SOX9+LGR5+_stem,IHH,BOC,0.060816653,0.0,0.00362819,0.062352791178187345,0.009826271742797744,0.008586708,0.29386774,0.7521564886230859,0.006971337228770989
Macrophages,CD133+_progenitor,VIM,CD44,1.7147346,0.946,1.4463285,-0.08946546078100634,-0.46725892678917347,0.0029815868,0.8925783,1.0,0.006973743011770408
Lymphatic_endothelium,Basalis_fibroblast,APP,LRP1,1.4136789,0.0,1.9029129,1.6608802441560457,1.695987261052407,0.06801337,0.9050406,0.0014402951696912952,0.006982406118363241
Basalis_fibroblast,NKT_cells,COL1A2,ITGA1_ITGB1,1.4984081,0.0,1.4445584,1.0292947601333249,1.5090556803702482,0.038719226,0.8925196,0.020901855196421886,0.007008428906552687
Basalis_fibroblast,Decidualized_stromal,TIMP2,ITGB1,1.4118407,0.0,1.9929872,0.8878310984601578,0.8375919686248277,0.020310218,0.9070095,0.07556792805553825,0.007017114020466745
Decidualized_stromal,SOX9+LGR5+_stem,DCN,MET,1.5174149,0.0,1.4431459,1.2607751078475515,1.1953877632955177,0.053470783,0.8924726,0.005091946408771728,0.007043200076635003
Basalis_fibroblast,Lymphatic_endothelium,LGALS3BP,ITGB1,1.4100168,0.0,1.9516306,0.9024008623490316,1.0115249452342605,0.020479212,0.9061214,0.07556792805553825,0.007112994520675285
CD133+_progenitor,SOX9+LGR5+_stem,TFPI,LRP1,0.060843006,1.0,0.003659582,-0.33123628086231344,-0.5614492021959516,0.0002745047,0.29476237,1.0,0.007129651257022067
Basalis_fibroblast,Basalis_fibroblast,LGALS3BP,ITGB1,1.4080272,0.0,1.9467802,0.9002338613224875,0.9339554742690019,0.020428315,0.90601546,0.07556792805553825,0.007183126243094426
Smooth_muscle,CD133+_progenitor,VIM,CD44,1.703864,0.995,1.4356222,-0.09769112162592083,-0.2648116714414196,0.002959516,0.89222157,1.0,0.007183126243094426
Lymphatic_endothelium,Basalis_fibroblast,VWF,LRP1,1.4079452,0.0,1.8902466,2.2522216889053026,2.3192975307864274,0.2636849,0.90475327,1.9190055222998044e-07,0.007191915837257963
Basalis_fibroblast,Macrophages,COL1A2,CD93,1.496402,0.0,1.4349566,1.1306857170719757,1.4890020059555198,0.058515154,0.8921993,0.003166096895895761,0.007191915837257963
CD133+_progenitor,Macrophages,PKM,CD44,1.4067478,0.0,1.7454972,0.6473397970923994,0.852470711038888,0.01388064,0.9012648,0.07556792805553825,0.00727126480662609
Basalis_fibroblast,Smooth_muscle,LGALS3,MCAM,1.4066526,0.0,1.607869,1.0870397772287792,1.2383465136911151,0.046203237,0.89754987,0.009830348644314901,0.0072801070703394175
SOX9+LGR5+_stem,SOX9+LGR5+_stem,EFNB1,EPHB6,0.062025093,0.177,0.0036767956,0.02048183053688836,-0.03579666333702074,0.005291322,0.2952504,1.0,0.007287959179552576
Erythrocytes,Basalis_fibroblast,HLA-A,APLP2,1.4062717,0.996,1.511174,-0.04493369793249665,-0.25072991346381734,0.0047244243,0.8946629,1.0,0.007288955535323942
SOX9+LGR5+_stem,Secretory_glandular,MDK,ITGA6_ITGB1,1.4572532,0.0,1.4284718,1.0116310061337825,1.2759192735785752,0.026826533,0.89198124,0.04393828923460558,0.007324400181922186
Lymphatic_endothelium,Basalis_fibroblast,CD99,CD81,1.405781,0.0,1.7034014,0.2202181200803569,0.31617931598562365,0.0061455304,0.90017325,0.6683292164403221,0.007333274976098796
SOX9+LGR5+_stem,Decidualized_stromal,MMP7,CD44,1.4056418,0.0,1.8726088,1.215947707804109,1.8268523514102877,0.048512787,0.90434855,0.008019376849246926,0.007342155035745857
Basalis_fibroblast,Basalis_fibroblast,TIMP3,CD44,1.4053661,0.0,1.8846786,0.7006022439404544,0.8037427137119121,0.016587438,0.9046261,0.07556792805553825,0.00736882492405511
CD133+_progenitor,Lymphatic_endothelium,SLPI,PLSCR1,1.4797585,0.0,1.4244436,0.9796449379087464,1.2201710578387963,0.030250898,0.89184517,0.05418362761526714,0.007395543130244318
Basalis_fibroblast,Glandular_epithelium,COL1A2,CD44,1.4940381,0.0,1.423642,0.4525832741466074,0.582452654958214,0.008095327,0.891818,0.34721689811366446,0.007404460041002037
SOX9+LGR5+_stem,B_cells,MIF,CD74_CXCR4,1.4048426,0.0,1.6596501,0.6595072985177882,1.001558018267811,0.02022965,0.8989981,0.07556792805553825,0.007413381272129782
Macrophages,Basalis_fibroblast,VCAN,ITGB1,1.4048082,0.0,1.9364979,0.5778323878326528,1.123691495481908,0.015778674,0.90578973,0.07556792805553825,0.007422308709924896
SOX9+LGR5+_stem,NKT_cells,HLA-B,CD3D,1.4038918,0.0,1.6669242,0.912569981984087,0.8266505773500765,0.06120328,0.89919645,0.011322562042879725,0.0074401784306284465
SOX9+LGR5+_stem,NKT_cells,LGALS1,CD69,1.4037796,0.0,1.8027056,0.6743109361047328,0.5742966573603276,0.014712655,0.9026904,0.07556792805553825,0.007449121657781317
Glandular_epithelium,SOX9+LGR5+_stem,COL1A2,ITGAV_ITGB8,1.4605422,0.0,1.4174182,0.9621577786899496,1.3869437616283724,0.028733602,0.89160645,0.061057784773979926,0.007511868749396815
SOX9+LGR5+_stem,CD133+_progenitor,WNT2B,FZD5_LRP6,0.061079368,0.0,0.0036853622,0.14605760316748995,0.04895982575484466,0.018360065,0.29549256,0.407623486727445,0.007525411380558344
SOX9+LGR5+_stem,CD133+_progenitor,WNT2B,FZD5_LRP5,0.061079368,0.0,0.0036853622,0.14605760316748995,0.04895982575484466,0.018360065,0.29549256,0.407623486727445,0.007525411380558344
Decidualized_stromal,CD133+_progenitor,HLA-A,APLP2,1.4005902,1.0,1.9314677,-0.002856414824027459,-0.13773708956517083,0.0060384003,0.90567875,1.0,0.007556846072228944
Basalis_fibroblast,Secretory_glandular,TIMP2,ITGB1,1.400143,0.0,1.9603666,0.8750925723192079,0.806060339406119,0.019977788,0.90631115,0.07556792805553825,0.007574874586294513
Basalis_fibroblast,Smooth_muscle,COL1A1,ITGA1_ITGB1,1.4106952,0.0,1.4107276,1.0155101437645693,1.4161743941800489,0.040373884,0.8913776,0.01760455776821581,0.007620036008081121
Decidualized_stromal,Basalis_fibroblast,MDK,SDC2,1.3981934,0.0,1.8385266,1.2401151816323939,1.3050108126804703,0.036891636,0.90355116,0.010859807331017315,0.007647195201043514
NKT_cells,SOX9+LGR5+_stem,LGALS1,ITGB1,1.3978502,0.0,1.9539093,0.10222304130254377,-0.20337403883777538,0.0054553794,0.90617096,1.0,0.007683482667493394
SOX9+LGR5+_stem,Macrophages,HMGB1,CXCR4,1.4684644,0.0,1.4085906,0.4032665853880987,0.4757853906703488,0.012045004,0.8913042,0.10698526171233913,0.007692567918574516
NKT_cells,SOX9+LGR5+_stem,VIM,CD44,1.3975565,1.0,1.4246048,-0.30090876249831944,-0.8314868752226637,0.0029368037,0.8918506,1.0,0.0077107532314481045
Basalis_fibroblast,Basalis_fibroblast,PTN,SDC2,1.396893,0.0,1.8357779,1.6168886832089204,1.8029309795934905,0.068379894,0.90348595,0.0009257952333873238,0.007765435323262213
Decidualized_stromal,SOX9+LGR5+_stem,LAMA2,RPSA,1.5614053,0.0,1.401693,0.6928297927534302,0.5440480694515215,0.021059263,0.8910662,0.07556792805553825,0.007847814646856901
